transaction_id,datetime,entity,outlet,items,gross_amount,discount_amount,net_amount,payment_status
TRX1108,2026-09-08 17:01:00,Retail,Dago,2,55000.0,0.0,55000.0,PAID
TRX1029,2026-09-02 18:35:00,Retail,Ciumbuleuit,2,76000.0,15200.0,60800.0,PAID
TRX1136,2026-09-11 14:55:00,Retail,Riau,3,65000.0,0.0,65000.0,PAID
TRX1019,2026-09-01 17:41:00,Retail,Dago,1,50000.0,0.0,50000.0,PAID
TRX1037,2026-09-07 17:53:00,Retail,Riau,1,44000.0,6600.0,37400.0,VOID
TRX1053,2026-09-02 19:41:00,Retail,Dago,1,20000.0,0.0,20000.0,PAID
TRX1098,2026-09-14 17:23:00,Retail,Dago,3,116000.0,0.0,116000.0,PAID
TRX1161,2026-09-11 07:31:00,Retail,Riau,3,152000.0,15200.0,136800.0,PAID
TRX1002,2026-09-07 10:28:00,Retail,Riau,1,15000.0,0.0,15000.0,PAID
TRX1195,2026-09-03 16:09:00,Roastery,Kafe Titik Temu,1,960000.0,0.0,960000.0,PAID
TRX1028,2026-09-14 15:45:00,Retail,Riau,3,87000.0,0.0,87000.0,PAID
TRX1072,2026-09-11 10:59:00,Retail,Riau,3,89000.0,0.0,89000.0,PAID
TRX1005,2026-09-14 08:24:00,Retail,Riau,2,88000.0,0.0,88000.0,PAID
TRX1139,2026-09-13 18:30:00,Retail,Buah Batu,3,86000.0,0.0,86000.0,PAID
TRX1186,2026-09-10 12:34:00,Roastery,Distributor Jaya Kopi,1,1500000.0,0.0,1500000.0,PAID
TRX1157,2026-09-02 09:20:00,Retail,Dago,2,70000.0,0.0,70000.0,PAID
TRX1101,2026-09-05 07:44:00,Retail,Riau,1,50000.0,0.0,50000.0,PAID
TRX1040,2026-09-05 15:19:00,Retail,Buah Batu,2,82000.0,16400.0,65600.0,PAID
TRX1185,2026-09-11 12:48:00,Roastery,Kafe Titik Temu,1,720000.0,0.0,720000.0,PAID
TRX1168,2026-09-11 16:07:00,Retail,Ciumbuleuit,1,50000.0,0.0,50000.0,PAID
TRX1110,2026-09-10 13:06:00,Retail,Dago,3,114000.0,0.0,114000.0,PAID
TRX1063,2026-09-06 13:47:00,Retail,Riau,2,104000.0,0.0,104000.0,PAID
TRX1140,2026-09-05 10:19:00,Retail,Dago,1,40000.0,0.0,40000.0,PAID
TRX1046,2026-09-05 19:15:00,Retail,Riau,3,125000.0,18800.0,106200.0,PAID
TRX1039,2026-09-13 15:43:00,Retail,Ciumbuleuit,2,73000.0,0.0,73000.0,PAID
TRX1083,2026-09-08 20:09:00,Retail,Buah Batu,3,156000.0,0.0,156000.0,PAID
TRX1131,2026-09-12 17:58:00,Retail,Dago,3,156000.0,0.0,156000.0,PAID
TRX1199,2026-09-03 17:26:00,Roastery,Kafe Titik Temu,1,3750000.0,0.0,3750000.0,PAID
TRX1127,2026-09-08 08:51:00,Retail,Riau,3,92000.0,0.0,92000.0,PAID
TRX1174,2026-09-07 11:52:00,Roastery,Distributor Jaya Kopi,1,185000.0,0.0,185000.0,PAID
TRX1041,2026-09-10 16:19:00,Retail,Buah Batu,3,111000.0,0.0,111000.0,PAID
TRX1177,2026-09-08 17:21:00,Roastery,Distributor Jaya Kopi,1,1440000.0,0.0,1440000.0,PAID
TRX1030,2026-09-05 21:58:00,Retail,Dago,1,48000.0,0.0,48000.0,VOID
TRX1050,2026-09-12 09:53:00,Retail,Buah Batu,1,32000.0,0.0,32000.0,PAID
TRX1150,2026-09-01 09:54:00,Retail,Buah Batu,1,20000.0,4000.0,16000.0,PAID
TRX1090,2026-09-08 17:16:00,Retail,Buah Batu,2,54000.0,0.0,54000.0,PAID
TRX1184,2026-09-02 11:00:00,Roastery,Distributor Jaya Kopi,1,740000.0,0.0,740000.0,PAID
TRX1089,2026-09-03 10:33:00,Retail,Buah Batu,3,88000.0,0.0,88000.0,PAID
TRX1031,2026-09-11 11:10:00,Retail,Buah Batu,3,102000.0,0.0,102000.0,PAID
TRX1119,2026-09-05 12:07:00,Retail,Dago,2,68000.0,0.0,68000.0,PAID
TRX1130,2026-09-12 17:25:00,Retail,Ciumbuleuit,3,128000.0,0.0,128000.0,PAID
TRX1095,2026-09-06 15:32:00,Retail,Riau,1,56000.0,0.0,56000.0,PAID
TRX1176,2026-09-01 11:33:00,Roastery,Reseller Aromanis,1,1440000.0,0.0,1440000.0,PAID
TRX1144,2026-09-12 14:40:00,Retail,Ciumbuleuit,1,44000.0,4400.0,39600.0,VOID
TRX1024,2026-09-09 21:54:00,Retail,Ciumbuleuit,1,32000.0,0.0,32000.0,VOID
TRX1120,2026-09-02 13:55:00,Retail,Dago,2,88000.0,0.0,88000.0,PAID
TRX1001,2026-09-02 16:27:00,Retail,Dago,1,22000.0,4400.0,17600.0,VOID
TRX1192,2026-09-01 13:24:00,Roastery,Reseller Aromanis,1,3450000.0,0.0,3450000.0,PAID
TRX1042,2026-09-11 10:32:00,Retail,Buah Batu,3,98000.0,0.0,98000.0,PAID
TRX1111,2026-09-06 13:20:00,Retail,Riau,2,62000.0,0.0,62000.0,PAID
TRX1026,2026-09-05 13:08:00,Retail,Riau,2,72000.0,0.0,72000.0,PAID
TRX1154,2026-09-02 19:43:00,Retail,Riau,3,120000.0,0.0,120000.0,PAID
TRX1027,2026-09-09 10:32:00,Retail,Riau,1,28000.0,0.0,28000.0,PAID
TRX1085,2026-09-08 07:08:00,Retail,Riau,1,30000.0,4500.0,25500.0,VOID
TRX1092,2026-09-05 18:18:00,Retail,Dago,3,136000.0,0.0,136000.0,PAID
TRX1075,2026-09-10 07:48:00,Retail,Riau,3,100000.0,0.0,100000.0,PAID
TRX1165,2026-09-05 14:01:00,Retail,Dago,2,84000.0,0.0,84000.0,VOID
TRX1204,2026-09-04 09:48:00,Roastery,Reseller Aromanis,1,960000.0,0.0,960000.0,PAID
TRX1181,2026-09-05 09:18:00,Roastery,Distributor Jaya Kopi,1,2250000.0,0.0,2250000.0,PAID
TRX1018,2026-09-08 19:26:00,Retail,Ciumbuleuit,1,44000.0,0.0,44000.0,PAID
TRX1010,2026-09-03 19:43:00,Retail,Buah Batu,3,158000.0,0.0,158000.0,PAID
TRX1158,2026-09-14 08:33:00,Retail,Ciumbuleuit,2,48000.0,0.0,48000.0,PAID
TRX1068,2026-09-03 19:36:00,Retail,Riau,1,20000.0,0.0,20000.0,PAID
TRX1013,2026-09-10 12:31:00,Retail,Dago,1,56000.0,5600.0,50400.0,PAID
TRX1048,2026-09-13 16:44:00,Retail,Dago,3,150000.0,0.0,150000.0,PAID
TRX1023,2026-09-08 09:12:00,Retail,Riau,1,22000.0,0.0,22000.0,VOID
TRX1094,2026-09-08 07:37:00,Retail,Riau,3,124000.0,12400.0,111600.0,PAID
TRX1115,2026-09-06 12:00:00,Retail,Ciumbuleuit,1,64000.0,12800.0,51200.0,PAID
TRX1020,2026-09-08 09:27:00,Retail,Ciumbuleuit,2,40000.0,0.0,40000.0,PAID
TRX1084,2026-09-14 19:26:00,Retail,Dago,2,96000.0,0.0,96000.0,PAID
TRX1170,2026-09-03 14:59:00,Roastery,Distributor Jaya Kopi,1,480000.0,0.0,480000.0,PAID
TRX1126,2026-09-14 11:04:00,Retail,Dago,3,114000.0,0.0,114000.0,PAID
TRX1099,2026-09-11 13:07:00,Retail,Ciumbuleuit,1,44000.0,0.0,44000.0,PAID
TRX1034,2026-09-13 19:11:00,Retail,Buah Batu,1,40000.0,0.0,40000.0,PAID
TRX1135,2026-09-10 14:29:00,Retail,Riau,2,84000.0,0.0,84000.0,PAID
TRX1162,2026-09-08 10:21:00,Retail,Ciumbuleuit,2,78000.0,0.0,78000.0,PAID
TRX1179,2026-09-05 13:45:00,Roastery,Reseller Aromanis,1,3450000.0,0.0,3450000.0,PAID
TRX1143,2026-09-06 10:46:00,Retail,Dago,3,124000.0,0.0,124000.0,PAID
TRX1197,2026-09-10 10:03:00,Roastery,Distributor Jaya Kopi,1,925000.0,0.0,925000.0,PAID
TRX1118,2026-09-07 08:18:00,Retail,Buah Batu,3,95000.0,14200.0,80800.0,PAID
TRX1183,2026-09-10 12:15:00,Roastery,Reseller Aromanis,1,1110000.0,55500.0,1054500.0,PAID
TRX1159,2026-09-14 08:16:00,Retail,Ciumbuleuit,3,136000.0,0.0,136000.0,PAID
TRX1057,2026-09-02 19:36:00,Retail,Dago,2,112000.0,22400.0,89600.0,PAID
TRX1121,2026-09-05 08:25:00,Retail,Dago,2,70000.0,7000.0,63000.0,PAID
TRX1137,2026-09-07 08:58:00,Retail,Ciumbuleuit,2,53000.0,0.0,53000.0,PAID
TRX1047,2026-09-03 09:14:00,Retail,Buah Batu,3,114000.0,0.0,114000.0,PAID
TRX1096,2026-09-13 08:29:00,Retail,Dago,1,15000.0,0.0,15000.0,PAID
TRX1178,2026-09-12 13:39:00,Roastery,Kafe Titik Temu,1,370000.0,37000.0,333000.0,PAID
TRX1038,2026-09-06 18:50:00,Retail,Riau,2,57000.0,0.0,57000.0,PAID
TRX1104,2026-09-04 16:13:00,Retail,Ciumbuleuit,2,30000.0,0.0,30000.0,PAID
TRX1106,2026-09-06 07:11:00,Retail,Riau,1,40000.0,0.0,40000.0,PAID
TRX1190,2026-09-01 14:50:00,Roastery,Kafe Titik Temu,1,370000.0,0.0,370000.0,PAID
TRX1134,2026-09-12 10:28:00,Retail,Riau,3,106000.0,0.0,106000.0,PAID
TRX1097,2026-09-06 08:50:00,Retail,Buah Batu,1,28000.0,0.0,28000.0,PAID
TRX1164,2026-09-10 13:15:00,Retail,Ciumbuleuit,2,84000.0,0.0,84000.0,PAID
TRX1088,2026-09-08 09:44:00,Retail,Riau,1,44000.0,0.0,44000.0,PAID
TRX1175,2026-09-08 14:26:00,Roastery,Reseller Aromanis,1,6900000.0,690000.0,6210000.0,PAID
TRX1109,2026-09-06 16:09:00,Retail,Dago,1,56000.0,0.0,56000.0,PAID
TRX1160,2026-09-03 09:42:00,Retail,Riau,3,92000.0,0.0,92000.0,PAID
TRX1044,2026-09-13 20:49:00,Retail,Dago,2,50000.0,5000.0,45000.0,PAID
TRX1151,2026-09-10 09:43:00,Retail,Buah Batu,2,71000.0,0.0,71000.0,PAID
TRX1142,2026-09-09 12:04:00,Retail,Dago,2,74000.0,0.0,74000.0,PAID
TRX1015,2026-09-09 19:46:00,Retail,Ciumbuleuit,3,154000.0,15400.0,138600.0,VOID
TRX1070,2026-09-13 10:40:00,Retail,Ciumbuleuit,2,44000.0,4400.0,39600.0,PAID
TRX1076,2026-09-02 14:22:00,Retail,Buah Batu,2,43000.0,0.0,43000.0,PAID
TRX1105,2026-09-09 11:51:00,Retail,Ciumbuleuit,1,24000.0,3600.0,20400.0,PAID
TRX1056,2026-09-07 13:45:00,Retail,Ciumbuleuit,1,32000.0,4800.0,27200.0,PAID
TRX1133,2026-09-09 07:42:00,Retail,Riau,3,80000.0,0.0,80000.0,VOID
TRX1169,2026-09-13 09:12:00,Retail,Buah Batu,3,92000.0,0.0,92000.0,PAID
TRX1036,2026-09-04 07:42:00,Retail,Ciumbuleuit,2,71000.0,0.0,71000.0,PAID
TRX1077,2026-09-14 19:35:00,Retail,Dago,2,100000.0,15000.0,85000.0,PAID
TRX1060,2026-09-14 12:11:00,Retail,Buah Batu,1,56000.0,0.0,56000.0,PAID
TRX1082,2026-09-14 08:17:00,Retail,Buah Batu,2,45000.0,0.0,45000.0,PAID
TRX1055,2026-09-13 20:10:00,Retail,Riau,1,32000.0,0.0,32000.0,PAID
TRX1191,2026-09-07 17:20:00,Roastery,Reseller Aromanis,1,6900000.0,345000.0,6555000.0,PAID
TRX1081,2026-09-09 18:17:00,Retail,Buah Batu,2,50000.0,0.0,50000.0,PAID
TRX1147,2026-09-12 14:23:00,Retail,Riau,1,48000.0,9600.0,38400.0,PAID
TRX1187,2026-09-01 15:50:00,Roastery,Kafe Titik Temu,1,1110000.0,0.0,1110000.0,PAID
TRX1202,2026-09-12 15:23:00,Roastery,Kafe Titik Temu,1,4600000.0,0.0,4600000.0,PAID
TRX1074,2026-09-08 14:05:00,Retail,Dago,2,112000.0,11200.0,100800.0,PAID
TRX1128,2026-09-06 12:58:00,Retail,Riau,2,74000.0,0.0,74000.0,PAID
TRX1035,2026-09-04 11:10:00,Retail,Dago,2,45000.0,6800.0,38200.0,PAID
TRX1014,2026-09-12 14:52:00,Retail,Dago,3,87000.0,0.0,87000.0,PAID
TRX1193,2026-09-01 13:41:00,Roastery,Kafe Titik Temu,1,185000.0,0.0,185000.0,PAID
TRX1138,2026-09-02 12:14:00,Retail,Dago,2,59000.0,8800.0,50200.0,PAID
TRX1059,2026-09-04 20:59:00,Retail,Dago,2,55000.0,0.0,55000.0,PAID
TRX1112,2026-09-12 12:51:00,Retail,Ciumbuleuit,3,118000.0,0.0,118000.0,PAID
TRX1102,2026-09-11 12:34:00,Retail,Riau,1,50000.0,5000.0,45000.0,PAID
TRX1011,2026-09-11 21:34:00,Retail,Riau,3,124000.0,24800.0,99200.0,PAID
TRX1189,2026-09-09 16:17:00,Roastery,Reseller Aromanis,1,2250000.0,225000.0,2025000.0,PAID
TRX1062,2026-09-08 19:01:00,Retail,Dago,2,64000.0,0.0,64000.0,PAID
TRX1012,2026-09-09 19:11:00,Retail,Dago,3,83000.0,0.0,83000.0,PAID
TRX1180,2026-09-12 13:18:00,Roastery,Reseller Aromanis,1,4600000.0,0.0,4600000.0,PAID
TRX1172,2026-09-06 10:26:00,Roastery,Distributor Jaya Kopi,1,1440000.0,0.0,1440000.0,PAID
TRX1153,2026-09-10 11:44:00,Retail,Buah Batu,1,22000.0,0.0,22000.0,PAID
TRX1114,2026-09-02 19:17:00,Retail,Ciumbuleuit,2,79000.0,11800.0,67200.0,PAID
TRX1008,2026-09-12 12:13:00,Retail,Buah Batu,2,88000.0,17600.0,70400.0,PAID
TRX1152,2026-09-04 08:01:00,Retail,Ciumbuleuit,2,96000.0,0.0,96000.0,PAID
TRX1025,2026-09-14 10:25:00,Retail,Dago,3,102000.0,0.0,102000.0,PAID
TRX1017,2026-09-04 11:42:00,Retail,Buah Batu,1,32000.0,0.0,32000.0,PAID
TRX1052,2026-09-07 11:48:00,Retail,Buah Batu,2,40000.0,0.0,40000.0,VOID
TRX1061,2026-09-01 15:12:00,Retail,Dago,1,48000.0,0.0,48000.0,PAID
